ArchiveID	OriginalID	Species	Race	Method	SampleDate	YEAR	LocID	CollLoc	BegLongitude	BegLatitude	EndLongitude	EndLatitude	FieldPreserve	LabPreserve	Sex	ForkLength	AdClip	HeadTag	LifeStage	PhysApp	Tissue	SamplerNote	ArchiveNote	AirTemp	WaterTemp	MaturityRanking	QA/QC	CWT_Code	PIT_Tag	Hallprint	Radio_Tag	Acoustic_Tag	Total_Length	ArchivePres	depleted
U000354DLC	U000354DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000352DLC	U000352DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	90	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000351DLC	U000351DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000350DLC	U000350DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000349DLC	U000349DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000348DLC	U000348DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	100	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000347DLC	U000347DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000346DLC	U000346DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000345DLC	U000345DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	123	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000344DLC	U000344DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000343DLC	U000343DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000342DLC	U000342DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000341DLC	U000341DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000340DLC	U000340DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	64	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000339DLC	U000339DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000338DLC	U000338DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/3/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	89	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000380DLC	U000380DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000379DLC	U000379DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	71	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000378DLC	U000378DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	81	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000377DLC	U000377DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000376DLC	U000376DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	75	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000375DLC	U000375DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000373DLC	U000373DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	70	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000372DLC	U000372DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	90	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000371DLC	U000371DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	133	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000370DLC	U000370DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	93	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000369DLC	U000369DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	136	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000368DLC	U000368DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	131	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000367DLC	U000367DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000366DLC	U000366DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000365DLC	U000365DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000364DLC	U000364DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000363DLC	U000363DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	105	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000362DLC	U000362DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	137	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000361DLC	U000361DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/4/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000391DLC	U000391DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	94	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000390DLC	U000390DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000389DLC	U000389DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	73	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000388DLC	U000388DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	88	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000387DLC	U000387DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	95	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000386DLC	U000386DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000385DLC	U000385DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000384DLC	U000384DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000383DLC	U000383DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	102	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000382DLC	U000382DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000381DLC	U000381DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/5/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000392DLC	U000392DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000394DLC	U000394DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	78	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000393DLC	U000393DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000397DLC	U000397DLC	CHIN	FALL	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000396DLC	U000396DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000395DLC	U000395DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000401DLC	U000401DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000400DLC	U000400DLC	CHIN	FALL	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	75	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000399DLC	U000399DLC	CHIN	WINTER	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	130	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000398DLC	U000398DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000404DLC	U000404DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000403DLC	U000403DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	80	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000402DLC	U000402DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	101	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000405DLC	U000405DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	92	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000243DLC	U000243DLC	CHIN	SPRING	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000234DLC	U000234DLC	CHIN	FALL	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	73	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000225DLC	U000225DLC	CHIN	FALL	MIDWATER TRAWL	4/6/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER/ICE	TRIS BUFFER/-20 C	U	75	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000164DLC	U000164DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000163DLC	U000163DLC	CHIN	FALL	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000165DLC	U000165DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	85	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000166DLC	U000166DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	87	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000167DLC	U000167DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	86	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000170DLC	U000170DLC	CHIN	WINTER	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	106	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000169DLC	U000169DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000168DLC	U000168DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	81	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000171DLC	U000171DLC	CHIN	FALL	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	74	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000172DLC	U000172DLC	CHIN	FALL	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	72	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000175DLC	U000175DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	93	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000174DLC	U000174DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	89	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000173DLC	U000173DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000176DLC	U000176DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	79	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000177DLC	U000177DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	95	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000180DLC	U000180DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	140	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000179DLC	U000179DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000178DLC	U000178DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	94	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000182DLC	U000182DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	109	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000183DLC	U000183DLC	CHIN	FALL	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	76	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000184DLC	U000184DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000185DLC	U000185DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	83	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000187DLC	U000187DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	105	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000186DLC	U000186DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	84	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000188DLC	U000188DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	77	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000189DLC	U000189DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000190DLC	U000190DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	82	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
U000191DLC	U000191DLC	CHIN	FALL	MIDWATER TRAWL	4/9/2000	2000	DLC	CENTRAL DELTA - CHIPPS ISLAND					TRIS BUFFER	TRIS BUFFER/-20 C	U	68	N		JUVENILE		CAUDAL						12/3/2007 LK							TRIS BUFFER/-80 C	FALSE
