ArchiveID	OriginalID	Species	SampleRace	Method	SampleDate	LocID	CollLoc	Sex	ForkLength	AdClip	LifeStage	Tissue	SamplerNote	ArchiveNote	FieldPreserve	ARCHIVE PRESERVE	DEPLETED
U020346DLC	U020346DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020347DLC	U020347DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020348DLC	U020348DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020349DLC	U020349DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020350DLC	U020350DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	95	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020351DLC	U020351DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020352DLC	U020352DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020353DLC	U020353DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020354DLC	U020354DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020355DLC	U020355DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020356DLC	U020356DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020357DLC	U020357DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 6		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020358DLC	U020358DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 7		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020359DLC	U020359DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 7		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020360DLC	U020360DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020361DLC	U020361DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL	TOW 9		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020362DLC	U020362DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020363DLC	U020363DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020364DLC	U020364DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020365DLC	U020365DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020366DLC	U020366DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	102	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020367DLC	U020367DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020368DLC	U020368DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	93	N	JUVENILE	CAUDAL	TOW 3		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020369DLC	U020369DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL	TOW 3		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020370DLC	U020370DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 5		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020371DLC	U020371DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL	TOW 5		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020372DLC	U020372DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 5		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020373DLC	U020373DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 6		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020374DLC	U020374DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL	TOW 7		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020375DLC	U020375DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 7		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020376DLC	U020376DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020377DLC	U020377DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020378DLC	U020378DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	97	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020379DLC	U020379DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 10		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	TRUE
U020380DLC	U020380DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 11		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020381DLC	U020381DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020382DLC	U020382DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	95	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020383DLC	U020383DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	93	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020384DLC	U020384DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020385DLC	U020385DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 13		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020386DLC	U020386DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL	TOW 13		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020387DLC	U020387DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL	TOW 13		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020388DLC	U020388DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 13		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020389DLC	U020389DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020390DLC	U020390DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020391DLC	U020391DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020392DLC	U020392DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020393DLC	U020393DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020394DLC	U020394DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020395DLC	U020395DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020396DLC	U020396DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 17		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020397DLC	U020397DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 17		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020398DLC	U020398DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 17		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020399DLC	U020399DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 18		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020400DLC	U020400DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020401DLC	U020401DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020402DLC	U020402DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020403DLC	U020403DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020404DLC	U020404DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 2		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020405DLC	U020405DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/25/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U		N	JUVENILE	CAUDAL	TOW 2	UNKNOWN FORKLENGTH	TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020406DLC	U020406DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	107	N	JUVENILE	CAUDAL	TOW 3		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020407DLC	U020407DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	105	N	JUVENILE	CAUDAL	TOW 4		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020408DLC	U020408DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 4		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020409DLC	U020409DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL	TOW 5		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020410DLC	U020410DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020411DLC	U020411DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020412DLC	U020412DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 9		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020413DLC	U020413DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 9		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020414DLC	U020414DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 9		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020415DLC	U020415DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 9		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020416DLC	U020416DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	95	N	JUVENILE	CAUDAL			TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020417DLC	U020417DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020418DLC	U020418DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020419DLC	U020419DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	109	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020420DLC	U020420DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020421DLC	U020421DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL	TOW 17		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020422DLC	U020422DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 18		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020423DLC	U020423DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL	TOW 18		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020424DLC	U020424DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL	TOW 19		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020425DLC	U020425DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/26/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 19		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020426DLC	U020426DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL	TOW 1		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020427DLC	U020427DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 3		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020428DLC	U020428DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 4		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020429DLC	U020429DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 4		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020430DLC	U020430DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020431DLC	U020431DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 8		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020432DLC	U020432DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 10		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020433DLC	U020433DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020434DLC	U020434DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 12		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020435DLC	U020435DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020436DLC	U020436DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 14		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020437DLC	U020437DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020438DLC	U020438DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020439DLC	U020439DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020440DLC	U020440DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020441DLC	U020441DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020442DLC	U020442DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020443DLC	U020443DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020444DLC	U020444DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020445DLC	U020445DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020446DLC	U020446DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	97	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020447DLC	U020447DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020448DLC	U020448DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020450DLC	U020450DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/27/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL	TOW 16		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U020451DLC	U020451DLC	CHIN	UNKNOWN	MIDWATER TRAWL	5/8/02	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL	TOW 15		TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
